,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
341,18,1,TB-C,"Jamie passed by the kennel. Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. When Jamie wanted to see the tree he looked in the kennel.",Yes,End,End,1,2,4
342,18,1,TB-C,"Jamie passed by the garden. Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. When Jamie wanted to see the tree he looked in the kennel.",Yes,Start,End,2,1,4
343,18,1,TB-C,"Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. Jamie was near the garden. When Jamie wanted to see the tree he looked in the kennel.",Yes,Start,Start,2,1,4
344,18,1,TB-C,"Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. Jamie was near the kennel. When Jamie wanted to see the tree he looked in the kennel.",Yes,Start,End,1,2,4
345,18,2,TB-IC,"Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. When Jamie wanted to see the tree he looked in the garden.",No,Start,End,1,1,3
346,18,2,TB-IC,"Jamie passed by the kennel. Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. When Jamie wanted to see the tree he looked in the garden.",Yes,End,End,1,2,4
347,18,2,TB-IC,"Jamie passed by the garden. Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. When Jamie wanted to see the tree he looked in the garden.",Yes,Start,End,2,1,4
348,18,2,TB-IC,"Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. Jamie was near the garden. When Jamie wanted to see the tree he looked in the garden.",Yes,Start,Start,2,1,4
349,18,2,TB-IC,"Jamie celebrated buying the house by planting a small tree in his garden.  Later, Jamie saw his dog dig up the tree and drag it to the kennel. Jamie was near the kennel. When Jamie wanted to see the tree he looked in the garden.",Yes,Start,End,1,2,4
350,18,3,FB-C,"Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. When Jamie wanted to see the tree he looked in the garden.",No,Start,End,1,1,3
351,18,3,FB-C,"Jamie passed by the kennel. Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. When Jamie wanted to see the tree he looked in the garden.",Yes,End,End,1,2,4
352,18,3,FB-C,"Jamie passed by the garden. Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. When Jamie wanted to see the tree he looked in the garden.",Yes,Start,End,2,1,4
353,18,3,FB-C,"Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. Jamie was near the garden. When Jamie wanted to see the tree he looked in the garden.",Yes,Start,Start,2,1,4
354,18,3,FB-C,"Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. Jamie was near the kennel. When Jamie wanted to see the tree he looked in the garden.",Yes,Start,End,1,2,4
355,18,4,FB-IC,"Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. When Jamie wanted to see the tree he looked in the kennel.",No,Start,End,1,1,3
356,18,4,FB-IC,"Jamie passed by the kennel. Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. When Jamie wanted to see the tree he looked in the kennel.",Yes,End,End,1,2,4
357,18,4,FB-IC,"Jamie passed by the garden. Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. When Jamie wanted to see the tree he looked in the kennel.",Yes,Start,End,2,1,4
358,18,4,FB-IC,"Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. Jamie was near the garden. When Jamie wanted to see the tree he looked in the kennel.",Yes,Start,Start,2,1,4
359,18,4,FB-IC,"Jamie celebrated buying the house by planting a small tree in his garden.  While Jamie was inside, his dog dug up the tree and dragged it to the kennel. Jamie was near the kennel. When Jamie wanted to see the tree he looked in the kennel.",Yes,Start,End,1,2,4
360,19,1,TB-C,"Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the canteen.",No,Start,End,1,1,3
361,19,1,TB-C,"Linda passed by the canteen. Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the canteen.",Yes,End,End,1,2,4
362,19,1,TB-C,"Linda passed by the office. Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the canteen.",Yes,Start,End,2,1,4
363,19,1,TB-C,"Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. Linda was near the office. When Linda wanted to check her briefcase she looked in the canteen.",Yes,Start,Start,2,1,4
364,19,1,TB-C,"Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. Linda was near the canteen. When Linda wanted to check her briefcase she looked in the canteen.",Yes,Start,End,1,2,4
365,19,2,TB-IC,"Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the office.",No,Start,End,1,1,3
366,19,2,TB-IC,"Linda passed by the canteen. Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the office.",Yes,End,End,1,2,4
367,19,2,TB-IC,"Linda passed by the office. Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the office.",Yes,Start,End,2,1,4
368,19,2,TB-IC,"Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. Linda was near the office. When Linda wanted to check her briefcase she looked in the office.",Yes,Start,Start,2,1,4
369,19,2,TB-IC,"Linda arrived at work and put her briefcase in the office.  Later, Linda noticed Alan move the briefcase to the canteen. Linda was near the canteen. When Linda wanted to check her briefcase she looked in the office.",Yes,Start,End,1,2,4
370,19,3,FB-C,"Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the office.",No,Start,End,1,1,3
371,19,3,FB-C,"Linda passed by the canteen. Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the office.",Yes,End,End,1,2,4
372,19,3,FB-C,"Linda passed by the office. Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the office.",Yes,Start,End,2,1,4
373,19,3,FB-C,"Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. Linda was near the office. When Linda wanted to check her briefcase she looked in the office.",Yes,Start,Start,2,1,4
374,19,3,FB-C,"Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. Linda was near the canteen. When Linda wanted to check her briefcase she looked in the office.",Yes,Start,End,1,2,4
375,19,4,FB-IC,"Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the canteen.",No,Start,End,1,1,3
376,19,4,FB-IC,"Linda passed by the canteen. Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the canteen.",Yes,End,End,1,2,4
377,19,4,FB-IC,"Linda passed by the office. Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. When Linda wanted to check her briefcase she looked in the canteen.",Yes,Start,End,2,1,4
378,19,4,FB-IC,"Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. Linda was near the office. When Linda wanted to check her briefcase she looked in the canteen.",Yes,Start,Start,2,1,4
379,19,4,FB-IC,"Linda arrived at work and put her briefcase in the office.  While Linda was unaware, Alan moved the briefcase to the canteen. Linda was near the canteen. When Linda wanted to check her briefcase she looked in the canteen.",Yes,Start,End,1,2,4
380,20,1,TB-C,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the reception.",No,Start,End,1,1,3
381,20,1,TB-C,"Laura passed by the reception. Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the reception.",Yes,End,End,1,2,4
382,20,1,TB-C,"Laura passed by the dorm. Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the reception.",Yes,Start,End,2,1,4
383,20,1,TB-C,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. Laura was near the dorm. When Laura wanted to collect her rucksack she looked in the reception.",Yes,Start,Start,2,1,4
384,20,1,TB-C,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. Laura was near the reception. When Laura wanted to collect her rucksack she looked in the reception.",Yes,Start,End,1,2,4
385,20,2,TB-IC,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the dorm.",No,Start,End,1,1,3
386,20,2,TB-IC,"Laura passed by the reception. Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the dorm.",Yes,End,End,1,2,4
