,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
200,51,1,TB-C,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  Later, Markus spied Ulla move the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the sink.",0.02574622258543969,TB,C,sink,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  Later, Markus spied Ulla move the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the [MASK] ."
201,51,2,TB-IC,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  Later, Markus spied Ulla move the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the wardrobe.",0.08032910525798798,TB,IC,wardrobe,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  Later, Markus spied Ulla move the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the [MASK] ."
202,51,3,FB-C,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  While Markus was showering, Ulla moved the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the wardrobe.",0.03257196769118309,FB,C,wardrobe,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  While Markus was showering, Ulla moved the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the [MASK] ."
203,51,4,FB-IC,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  While Markus was showering, Ulla moved the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the sink.",0.037148792296648026,FB,IC,sink,"Markus returned from his run and hung his sweaty t-shirt in the wardrobe.  While Markus was showering, Ulla moved the t-shirt to the sink. When Markus wanted to retrieve his t-shirt he looked in the [MASK] ."
204,52,1,TB-C,"Heather unplugged her i-pod and put it down on the radiator.  Later, Heather noticed Billy move the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the table.",0.8173990249633789,TB,C,table,"Heather unplugged her i-pod and put it down on the radiator.  Later, Heather noticed Billy move the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the [MASK] ."
205,52,2,TB-IC,"Heather unplugged her i-pod and put it down on the radiator.  Later, Heather noticed Billy move the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the radiator.",4.815638021682392e-06,TB,IC,radiator,"Heather unplugged her i-pod and put it down on the radiator.  Later, Heather noticed Billy move the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the [MASK] ."
206,52,3,FB-C,"Heather unplugged her i-pod and put it down on the radiator.  While Heather was not looking, Billy moved the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the radiator.",2.7337705432728393e-07,FB,C,radiator,"Heather unplugged her i-pod and put it down on the radiator.  While Heather was not looking, Billy moved the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the [MASK] ."
207,52,4,FB-IC,"Heather unplugged her i-pod and put it down on the radiator.  While Heather was not looking, Billy moved the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the table.",0.966079592704773,FB,IC,table,"Heather unplugged her i-pod and put it down on the radiator.  While Heather was not looking, Billy moved the i-pod to the table. When Heather wanted to listen to her i-pod she looked on the [MASK] ."
208,53,1,TB-C,"Gillian finished her magazine and put it in the drawer.  Later, Gillian watched her Mum move the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the bin.",0.020331749692559242,TB,C,bin,"Gillian finished her magazine and put it in the drawer.  Later, Gillian watched her Mum move the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the [MASK] ."
209,53,2,TB-IC,"Gillian finished her magazine and put it in the drawer.  Later, Gillian watched her Mum move the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the drawer.",0.13134509325027466,TB,IC,drawer,"Gillian finished her magazine and put it in the drawer.  Later, Gillian watched her Mum move the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the [MASK] ."
210,53,3,FB-C,"Gillian finished her magazine and put it in the drawer.  While Gillian was distracted, her Mum moved the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the drawer.",0.1734548956155777,FB,C,drawer,"Gillian finished her magazine and put it in the drawer.  While Gillian was distracted, her Mum moved the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the [MASK] ."
211,53,4,FB-IC,"Gillian finished her magazine and put it in the drawer.  While Gillian was distracted, her Mum moved the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the bin.",0.06148638948798181,FB,IC,bin,"Gillian finished her magazine and put it in the drawer.  While Gillian was distracted, her Mum moved the magazine to the bin. When Gillian wanted to browse the magazine again she looked in the [MASK] ."
212,54,1,TB-C,"Fiona applied her lipstick and put it in her handbag.  Later, Fiona spotted her little sister move the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the drawer.",0.2564125061035156,TB,C,drawer,"Fiona applied her lipstick and put it in her handbag.  Later, Fiona spotted her little sister move the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the [MASK] ."
213,54,2,TB-IC,"Fiona applied her lipstick and put it in her handbag.  Later, Fiona spotted her little sister move the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the handbag.",1.308236096519977e-05,TB,IC,handbag,"Fiona applied her lipstick and put it in her handbag.  Later, Fiona spotted her little sister move the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the [MASK] ."
214,54,3,FB-C,"Fiona applied her lipstick and put it in her handbag.  While Fiona was distracted, her little sister moved the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the handbag.",6.01271131017711e-06,FB,C,handbag,"Fiona applied her lipstick and put it in her handbag.  While Fiona was distracted, her little sister moved the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the [MASK] ."
215,54,4,FB-IC,"Fiona applied her lipstick and put it in her handbag.  While Fiona was distracted, her little sister moved the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the drawer.",0.3854013979434967,FB,IC,drawer,"Fiona applied her lipstick and put it in her handbag.  While Fiona was distracted, her little sister moved the lipstick to the drawer. When Fiona wanted to use her lipstick she looked in the [MASK] ."
216,55,1,TB-C,"Veronica put her new Take That poster up in the bedroom.  Later, Veronica saw Adam move the poster to the garage. When Veronica wanted to admire the poster she looked in the garage.",0.006469512823969127,TB,C,garage,"Veronica put her new Take That poster up in the bedroom.  Later, Veronica saw Adam move the poster to the garage. When Veronica wanted to admire the poster she looked in the [MASK] ."
217,55,2,TB-IC,"Veronica put her new Take That poster up in the bedroom.  Later, Veronica saw Adam move the poster to the garage. When Veronica wanted to admire the poster she looked in the bedroom.",0.24739691615104678,TB,IC,bedroom,"Veronica put her new Take That poster up in the bedroom.  Later, Veronica saw Adam move the poster to the garage. When Veronica wanted to admire the poster she looked in the [MASK] ."
218,55,3,FB-C,"Veronica put her new Take That poster up in the bedroom.  While Veronica was preoccupied, Adam moved the poster to the garage. When Veronica wanted to admire the poster she looked in the bedroom.",0.016534771770238873,FB,C,bedroom,"Veronica put her new Take That poster up in the bedroom.  While Veronica was preoccupied, Adam moved the poster to the garage. When Veronica wanted to admire the poster she looked in the [MASK] ."
219,55,4,FB-IC,"Veronica put her new Take That poster up in the bedroom.  While Veronica was preoccupied, Adam moved the poster to the garage. When Veronica wanted to admire the poster she looked in the garage.",0.004058558028191326,FB,IC,garage,"Veronica put her new Take That poster up in the bedroom.  While Veronica was preoccupied, Adam moved the poster to the garage. When Veronica wanted to admire the poster she looked in the [MASK] ."
220,56,1,TB-C,"Ellen packed her school bag and put it in the hall.  Later, Ellen observed her Dad move the bag to the lounge. When Ellen wanted to collect her bag she looked in the lounge.",0.0028969398699700832,TB,C,lounge,"Ellen packed her school bag and put it in the hall.  Later, Ellen observed her Dad move the bag to the lounge. When Ellen wanted to collect her bag she looked in the [MASK] ."
